Waveform,p_for_S,p_for_Se,OSR,DAC_clock_MHz,R,Required_bits,THD_percent,Weighted_error_percent
Se,31,32,128,64,21,5,0.180689012291154,0.0768194479397973
Se,31,32,128,64,22,5,0.1249843641162,0.0510709777411141
Se,31,32,128,64,23,5,0.412735311358718,0.153780077592475
Se,31,32,128,64,24,5,0.0507856125540543,0.0195131609913391
Se,31,32,128,64,25,5,0.244593533399548,0.100340305717398
Se,31,32,128,64,26,5,0.125933922544009,0.0495987852773525
Se,31,32,128,64,27,5,0.130019195454035,0.0465324390674351
Se,31,32,128,64,28,5,0.192988684799883,0.0745749178342548
Se,31,32,128,64,29,5,0.0926548224304282,0.0282401290238848
Se,31,32,128,64,30,5,0.0871852797181499,0.0376153935945794
Se,31,32,128,64,31,5,0.330815944536314,0.137300891558746
Se,31,32,128,64,32,6,0.0889736905717698,0.0269778139149753
Se,31,32,128,64,33,6,0.102565946045072,0.0363727491361779
Se,31,32,128,64,34,6,0.0357948018355859,0.0123409849573918
Se,31,32,128,64,35,6,0.109352616938861,0.0456515041198168
Se,31,32,128,64,36,6,0.141050610849265,0.0597992328368745
Se,31,32,128,64,37,6,0.0821120820749678,0.0280477963449281
Se,31,32,128,64,38,6,0.0706245038533914,0.0261574388098643
Se,31,32,128,64,39,6,0.113013981891994,0.0474524059780957
Se,31,32,128,64,40,6,0.0907657447624876,0.0318140043664617
Se,31,32,128,64,41,6,0.193407337085602,0.0881840651965907
Se,31,32,128,64,42,6,0.0531939063552935,0.0200350078950007
Se,31,32,128,64,43,6,0.235735411683811,0.0988726343441974
Se,31,32,128,64,44,6,0.375968298852762,0.151102695042245
Se,31,32,128,64,45,6,0.0720097143365427,0.027706392659357
Se,31,32,128,64,46,6,0.103669486996477,0.0436481227658712
Se,31,32,128,64,47,6,0.140147455850586,0.0573959961567252
Se,31,32,128,64,48,6,0.237325835538627,0.0915923792764824
Se,31,32,128,64,49,6,0.106020133694469,0.0410360757184882
Se,31,32,128,64,50,6,0.0560492009852452,0.0241170456970421
Se,31,32,128,64,51,6,0.0749003519265233,0.0280997657881577
Se,31,32,128,64,52,6,0.302303771212713,0.11946663230001
Se,31,32,128,64,53,6,0.0947724869852804,0.0385219278800319
Se,31,32,128,64,54,6,0.0889974888183385,0.0376745312868487
Se,31,32,128,64,55,6,0.0744001137954753,0.0321283626011972
Se,31,32,128,64,56,6,0.072358553366589,0.0303534778736819
Se,31,32,128,64,57,6,0.0689670890035906,0.0244686631844732
Se,31,32,128,64,58,6,0.144280911382744,0.0563699966439202
Se,31,32,128,64,59,6,0.14932404786716,0.0611597497918377
Se,31,32,128,64,60,6,0.110857448882558,0.040743616764021
Se,31,32,128,64,61,6,0.0622206855494485,0.0258688454083238
Se,31,32,128,64,62,6,0.0253945431383058,0.00986399609690664
Se,31,32,128,64,63,6,0.0600763522638404,0.0241616130313151
Se,31,32,128,64,64,7,0.0533917245198033,0.0232134228860481
Se,31,32,128,64,65,7,0.0982516626007221,0.041676055391815
Se,31,32,128,64,66,7,0.0459690326342312,0.0161399485101674
Se,31,32,128,64,67,7,0.133955361524149,0.0574300714500965
Se,31,32,128,64,68,7,0.0770943213660391,0.0328784467333813
Se,31,32,128,64,69,7,0.0594551915630052,0.0167019684920928
Se,31,32,128,64,70,7,0.038626713338638,0.0164183452058168
Se,31,32,128,64,71,7,0.0463660813775469,0.0144728961410713
Se,31,32,128,64,72,7,0.0412785531431849,0.0184420738625384
Se,31,32,128,64,73,7,0.0490028523255789,0.0169369947181347
Se,31,32,128,64,74,7,0.0641421662977529,0.0274758008440863
Se,31,32,128,64,75,7,0.0371471768517514,0.0100410322310983
Se,31,32,128,64,76,7,0.07743559628772,0.030103994341938
Se,31,32,128,64,77,7,0.0848343963346266,0.0338469570757811
Se,31,32,128,64,78,7,0.059084254618872,0.0239141585489375
Se,31,32,128,64,79,7,0.0901717218430819,0.0401603383859931
Se,31,32,128,64,80,7,0.0484432048104065,0.019346811915791
Se,31,32,128,64,81,7,0.0808425495717248,0.0362967662403546
Se,31,32,128,64,82,7,0.0324700546621563,0.00763668918022072
Se,31,32,128,64,83,7,0.0490532845098641,0.0191579954340866
Se,31,32,128,64,84,7,0.0710269747720688,0.0277302214526299
Se,31,32,128,64,85,7,0.0599118430486663,0.0244573224777873
Se,31,32,128,64,86,7,0.197914538488686,0.0804108474993554
Se,31,32,128,64,87,7,0.0613977832168748,0.023524264836054
Se,31,32,128,64,88,7,0.041869669117694,0.0179518734426263
Se,31,32,128,64,89,7,0.135035463513851,0.0539096174102942
Se,31,32,128,64,90,7,0.0793515724993493,0.0295167081454328
Se,31,32,128,64,91,7,0.0324796521703277,0.0116616744782675
Se,31,32,128,64,92,7,0.0375017146366022,0.0163449313097058
Se,31,32,128,64,93,7,0.115780101678813,0.0466413807394108
Se,31,32,128,64,94,7,0.0367146856006442,0.0159117430530286
Se,31,32,128,64,95,7,0.0924867778821791,0.0403562456248345
Se,31,32,128,64,96,7,0.0856210220948266,0.0340342940487995
Se,31,32,128,64,97,7,0.108721167265378,0.0455718425840343
Se,31,32,128,64,98,7,0.02789208484544,0.00976638642301979
Se,31,32,128,64,99,7,0.055717412354602,0.0221538074746131
Se,31,32,128,64,100,7,0.0733108485817791,0.0269475882225374
Se,31,32,128,64,101,7,0.0541275471501288,0.0217223691364949
Se,31,32,128,64,102,7,0.0506569543576943,0.0206053702930995
Se,31,32,128,64,103,7,0.0404160191056767,0.0167279472640802
Se,31,32,128,64,104,7,0.109688702936468,0.0389941622896411
Se,31,32,128,64,105,7,0.0522176919785745,0.0222462254878026
Se,31,32,128,64,106,7,0.0129108404670376,0.00408172487558142
Se,31,32,128,64,107,7,0.0938048979033221,0.0387457866701624
Se,31,32,128,64,108,7,0.034610083657373,0.014491320893146
Se,31,32,128,64,109,7,0.0312806656961777,0.00876315682872538
Se,31,32,128,64,110,7,0.0701056621501842,0.0274970725188753
Se,31,32,128,64,111,7,0.0498674774078928,0.0197919115869582
Se,31,32,128,64,112,7,0.0345322093537119,0.0146256830248975
Se,31,32,128,64,113,7,0.0613297790563953,0.0262546706356017
Se,31,32,128,64,114,7,0.053081329530781,0.0224697866201704
Se,31,32,128,64,115,7,0.0275069030358825,0.0104772874706601
Se,31,32,128,64,116,7,0.0292515408150653,0.0115017056621108
Se,31,32,128,64,117,7,0.0462321860443984,0.0194053461798908
Se,31,32,128,64,118,7,0.0349132818736061,0.0140482634185719
Se,31,32,128,64,119,7,0.0470139039950479,0.0205566246969244
Se,31,32,128,64,120,7,0.0426350219127398,0.0125274148516123
Se,31,32,128,64,121,7,0.0345299101479646,0.0119174381345305
Se,31,32,128,64,122,7,0.0375239648440523,0.0158305271447248
Se,31,32,128,64,123,7,0.0349989154814772,0.013877341043417
Se,31,32,128,64,124,7,0.0401067125808288,0.0164070425811279
Se,31,32,128,64,125,7,0.0674110879450346,0.0298047637907235
Se,31,32,128,64,126,7,0.0404851505934541,0.0115540698919826
Se,31,32,128,64,127,7,0.0410884387712197,0.0168062890029468
Se,31,32,128,64,128,8,0.0348041195159957,0.0143071330262482
